Stock Code,Market Value of Equity,Total Market Value,Stock Return,Total Investment Expenditure,Amortization and Depreciation,Book Value,Operating Income after Depreciation,Annual Dividends,Leverage ,Cash,Age,Size
639,4875859.72,4889809.27,-0.025806,85815.13107,43273.25502,1804068.096,525885.8501,99918.31152,0.55949,42688.03493,1,5.388282014
600882,5919568.14,5968425.72,0.099547,71034.81768,58455.73538,2900588.389,791860.6301,121946.537,0.56095,97165.97072,0.477121255,7.200877034
600137,1514650.02,1514650.02,0.128168,26960.77036,13253.18768,530127.507,135182.5143,21629.20229,0.44835,62176.38332,1.505149978,6.15766381
600735,2496588.85,2496588.85,0.074434,32455.65505,15291.60671,1198362.648,240271.7109,49495.97245,1.10016,116915.2558,1.204119983,6.006380537
600793,1698489,2038186.8,-0.039881,24797.9394,17834.1345,305728.02,83922.34149,18714.68215,0.71799,84707.04341,1.51851394,6.118531157
509,1981151.7,1981159.48,0.052632,34075.80924,19563.87304,1030198.884,233340.0472,41767.86845,0.16463,83307.75613,1.491361694,6.085406135
659,3497110.85,3497110.85,0.038168,43713.88563,27976.8868,1678613.208,494351.5898,119633.0847,0.73889,119915.931,1.447158031,5.288036752
637,1641897.45,2329041.59,0.082126,26270.3592,16213.73732,311960.5155,79705.91171,14586.18184,0.74133,116452.0795,1.255272505,5.769307767
819,2307580.12,2307730.54,0.053316,29075.50951,15864.61333,484591.8252,144650.6598,38621.72617,0.82845,103732.4878,1.491361694,5.580916693
600691,3688420.9,4989562.1,0.014493,59014.7344,36884.209,1917978.868,312630.5555,69403.98332,0.59842,35276.20405,0.698970004,5.564251837
677,3188078.63,3188078.63,-0.028947,46864.75586,20324.00127,1083946.734,223835.0006,46781.51513,0.52649,124653.8744,0.301029996,6.181507477
703,31774562.56,39556818.6,-0.000718,387649.6632,301858.3443,5719421.261,1549963.162,322392.3376,0.2756,122230.5695,0.698970004,5.574666039
672,14749304.76,14881107.44,0.150314,196165.7533,132743.7428,3687326.19,849928.6868,185284.4537,0.21343,184525.7323,1.230448921,6.232238505
600668,5436524.48,5436524.48,0.143271,80460.5623,50287.85144,2826992.73,660102.8024,125419.5324,1.09112,151787.7635,1,5.75017371
600678,2725611.9,2725611.9,0.44898,39248.81136,29300.32793,654146.856,195916.9834,47215.99299,0.23508,111232.2216,0.602059991,5.857828206
600881,10282587.54,10364034.35,0.063333,150125.7781,66836.81901,5552597.272,1163269.128,196592.4827,1.085,64671.57434,0,5.246949963
600883,1803712.32,1803712.32,0.24026,27055.6848,14429.69856,1010078.899,265145.711,56476.03645,0.23014,65637.09132,0.954242509,6.849557514
519,7106774.41,10611299.44,0.049587,47970.72727,49747.42087,2771642.02,735870.9563,134664.385,1.25874,206071.4351,1.255272505,5.9
600879,14457837.19,16261242.28,0.020478,104096.4278,75903.64525,4048194.413,1022169.089,153325.3634,0.26735,239528.0988,0.903089987,4.81
760,981666.4,1157766.94,0.006711,6920.74812,5889.9984,549733.184,153925.2915,29553.65597,0.17928,39966.11477,0.84509804,5.65
584,3751440.85,3845543.61,0.062712,38764.88878,33294.03754,2138321.285,629735.6183,168769.1457,0.58258,9075.48292,0.301029996,5.012986277
1696,5186665.27,6664056.67,0.096045,60943.31692,51866.6527,1763466.192,430285.7508,86917.72166,0.94887,353994.6903,0,5.401295759
633,1594331.07,1594340.38,0.06701,28219.65994,11359.60887,653675.7387,107202.8211,23370.21501,0.46696,34278.31817,1.505149978,7.754107864
803,1776736.72,1776736.72,0.03806,21676.18798,9994.14405,870600.9928,257262.5934,49137.15533,1.11607,12010.74023,0.602059991,5.740070585
600877,3993108.65,4776759.45,0.169014,62292.49494,31944.8692,1437519.114,262347.2383,68997.32367,1.12859,96681.61127,0.477121255,6.384249126
790,2789439.19,2792113.35,0.083732,48536.24191,25802.31251,1199458.852,227297.4524,42959.2185,0.1458,7259.49471,1.041392685,6.644911827
600664,9501359.74,9501602.3,0.013369,131118.7644,85512.23766,4465639.078,772555.5605,146785.5565,0.33932,241055.6504,1.342422681,5.594275846
600671,1499596.97,1500315.86,0.0301,23843.59182,14433.62084,764794.4547,118543.1405,20270.87702,0.66817,67964.30846,1.146128036,6.120657747
587,2207681.57,3865223.78,0.028249,36426.74591,19041.25354,1214224.864,301734.8786,71812.9011,1.22258,199329.5903,1.491361694,4.994810991
591,7455782.08,11005978.8,0.070175,98416.32346,57782.31112,2758639.37,681383.9243,173071.5168,0.29112,265134.0293,0.954242509,5.997664578
600101,2933171.38,2933171.38,0.01016,43117.61929,18698.96755,498639.1346,80779.53981,18175.39646,0.27979,58751.42274,0.77815125,6.147406286
600157,17768887.32,17768887.32,0.028777,266533.3098,135487.7658,6041421.689,1673473.808,281143.5997,0.38928,790893.1746,1.113943352,6.033832763
600644,3009659.68,3009659.68,0.016364,45746.82714,27839.35204,752414.92,157630.9257,43190.87365,1.11627,71930.86635,1.447158031,6.988316473
600674,43361083.73,43361083.73,0.031414,676432.9062,298107.4506,19078876.84,3453276.708,625043.0842,0.93128,1436552.704,1.146128036,4.764427813
600886,62295694.33,62295694.33,0.096774,784925.7486,358200.2424,18065751.36,3784774.909,681259.4836,1.08823,606760.0628,1.414973348,7.153310851
10,1775117.89,2787506.02,0.030303,23076.53257,18638.73785,337272.3991,64924.93683,10842.46445,1.26515,145340.5639,1.176091259,5.030094041
582,5337589.47,14629820.84,0.015891,84333.91363,40031.92103,2188411.683,448624.395,111707.4743,0.98737,300935.4147,1.255272505,6.079857751
586,1963416,1963416,0.030457,27684.1656,16198.182,883537.2,245623.3416,49861.53834,0.60355,81697.73976,1.322219295,6.640160174
670,1278356.32,1739416.28,-0.085837,15595.9471,9587.6724,690312.4128,148417.1688,34135.94881,0.79653,50321.31298,0.84509804,6.216873554
801,5523155.89,5523155.89,0.003717,96102.91249,58683.53133,1767409.885,351714.5671,73156.62995,0.56259,41478.90073,1.176091259,6.21636944
810,11772325.69,12688761.95,0.151777,181293.8156,88292.44268,5415269.817,1351109.819,204017.5827,0.7268,513387.3085,1.230448921,6.403515194
600666,1768042.17,2700117.73,0.208791,30233.52111,9282.221393,937062.3501,180384.5024,31206.51891,1.26797,62183.71132,1.079181246,6.379293636
600745,58947140.8,103973118.1,-0.045408,730944.5459,493682.3042,19452556.46,3734890.841,664810.5697,0.8497,5763229.935,0.77815125,6.220808863
600839,13427677.46,13433270.69,0.085821,174559.807,80566.06476,7250945.828,1457440.112,303147.5432,0.93273,51583.75945,1.322219295,5.171976621
4,1866037.55,1897033.29,0.134606,25564.71444,15861.31918,671773.518,102445.4615,27352.93822,0.89701,94320.49518,1.477121255,6.263670001
503,15387112.44,15387112.44,0.016024,243116.3766,159641.2916,6924200.598,1419461.123,255503.0021,0.27223,390678.7849,1.477121255,5.889258659
600804,8766030.1,8766253.11,0.023411,156911.9388,69032.48704,4733656.254,1102941.907,228308.9748,0.54222,300419.4941,1.462397998,6.573650484
600892,3085452.95,3194540.51,0.059369,37025.4354,28540.43979,987344.944,205367.7484,44770.16914,0.98345,58204.52809,1.462397998,5.646343268
600858,2675723.31,2688744.27,0.072614,42008.85597,20402.39024,588659.1282,175714.7498,34967.2352,0.15864,121396.8038,0.698970004,6.329704125
2,312634172,312924644.4,0.161733,3814136.898,2383835.561,115674643.6,18392268.34,3329000.569,0.20011,14510315.76,1.176091259,6.226123381
7,2935006.42,3291256.42,-0.050949,44905.59823,22379.42395,733751.605,186739.7835,34733.59973,0.69526,66384.64199,1.342422681,6.177385415
502,1307263.8,1317763.8,0.014225,22354.21098,10131.29445,274525.398,56826.75739,10399.2966,0.65587,14574.46763,1.322219295,5.95698981
514,3974161.25,3974161.25,0.220207,67958.15738,20367.57641,1629406.113,394316.2792,83200.73492,0.92291,196999.1732,1.079181246,6.461617031
656,40298788.22,41009017.47,0.16895,628661.0962,287128.8661,6044818.233,1357061.693,327051.8681,0.36085,1460331.112,1.176091259,5.550764086
667,6681168.95,6734878.97,-0.01087,86187.07946,36746.42923,2806090.959,681880.103,137739.7808,1.03469,343748.2226,0.602059991,5.227493714
668,1965624.47,1967681.33,-0.094595,33415.61599,14987.88658,982812.235,238823.3731,37017.62283,1.17487,82701.6463,1.462397998,6.019777626
671,33761049,34425623.18,0.228324,445645.8468,244767.6053,19919018.91,3246800.082,616892.0156,0.90767,1662069.087,1,5.248113614
838,2716009.95,3532483.57,0.052459,46443.77015,26481.09701,923443.383,139901.6725,31058.1713,0.60424,58603.90243,1.342422681,6.270677476
600067,5938600.69,5938600.69,0.05291,89079.01035,38600.90449,1781580.207,459647.6934,80438.34635,0.23064,316171.1007,0.84509804,5.343967229
809,1954755.36,1954755.36,-0.008368,32448.93898,13194.59868,820997.2512,218795.7674,56011.71647,0.17928,25724.58054,1.477121255,4.998035325
504,2510239.46,2517517.12,-0.031175,32633.11298,21650.81534,476945.4974,124005.8293,20460.96184,0.79064,68627.51669,1.51851394,5.918724845
719,4776776.41,7326138.84,0.048316,76428.42256,45976.47295,1050890.81,306860.1166,62906.3239,0.37078,70843.76258,1.361727836,5.866792905
600880,4361190.4,4362395.05,0.10221,71523.52256,39250.7136,1918923.776,398176.6835,101933.231,0.63053,227193.5342,0.84509804,4.748772764
665,5154681.2,5155099.33,0.074297,76289.28176,46392.1308,2835074.66,558509.708,122872.1358,0.64328,223782.8619,0.477121255,6.368941609
600777,8507596.8,14281041.23,0.034483,105494.2003,86139.4176,4679178.24,886704.2765,168473.8125,0.5107,244205.805,1.380211242,6.586379074
600783,11716215.29,11716215.29,0.212635,188631.0662,98123.30305,6912567.021,1385969.688,217597.241,0.14467,370232.4032,1.041392685,5.734125528
200550,2067440,2067440,0.013491,13955.22,16022.66,1033720,263081.74,50248.61234,0.14801,66923.0328,1.505149978,5.99
200613,269280,269280,0.037288,4281.552,1985.94,56548.8,14476.4928,2837.392589,0.16393,3382.1568,1.204119983,5.941300358
601619,1924342.91,7923062,0.015958,29827.31511,14913.65755,808224.0222,188316.1972,35780.07746,0.38349,237691.86,1.505149978,7.368686459
600795,45981930.96,45981930.96,0.035398,639148.8403,413837.3786,18392772.38,4837299.137,1112578.802,0.43625,451542.562,1.491361694,6.535833229
600717,12621060.09,12621060.09,0.009646,174170.6292,83614.5231,5300845.238,993908.4821,176915.7098,0.68626,175432.7353,1.204119983,5.672195002
600660,48051642.1,48051642.1,0.079172,792852.0947,252271.121,10090844.84,2790118.599,705900.0054,0.82222,1823559.818,0.698970004,6.24236722
200055,1459670.08,1459670.08,0.089404,18537.81002,14049.32452,729835.04,210192.4915,39726.3809,0.33151,17545.23436,1.113943352,6.256566727
601882,3784500,3784500,0.031295,59795.1,18922.5,1097505,329251.5,78032.6055,0.3316,209926.215,1.447158031,5.902523011
18,268890.21,387299.28,-0.448979,3549.350772,2621.679548,104867.1819,17303.08501,4118.134233,0.47775,4748.289173,1.230448921,5.816843373
600834,3446697.35,3446697.35,0.080838,46875.08396,34036.13633,1861216.569,481124.4831,112102.0046,0.80102,36017.98731,0.477121255,6.066496378
600707,5409459.17,15071236.87,0.114058,82764.7253,33132.93742,2271972.851,349883.8191,86771.18714,1.05332,514984.1638,0.77815125,6.018489981
600677,3957351.11,4550023.62,0.197802,52237.03465,27701.45777,949764.2664,241240.1237,39080.90003,0.59879,68159.35383,1.477121255,6.000622523
600751,7539443.92,7539443.92,0.013841,103290.3817,76336.86969,3543538.642,848677.5049,131545.0133,0.16981,228218.9675,0,5.834513682
600729,12131829.98,12134874.68,0.077617,191682.9137,103120.5548,2790320.895,585967.388,116607.5102,0.34344,179717.494,1.397940009,4.775098837
600821,1910671.15,1910671.15,0.103365,33054.6109,18151.37593,458561.076,94922.14273,22591.46997,1.15177,60625.59559,1.51851394,5.652831894
600816,23373449.91,24282972.36,0.115578,287493.4339,125632.2933,8414441.968,1455698.46,228544.6583,0.87049,1265871.349,1.041392685,6.961904066
600657,6081799.16,11378995.59,0.078378,108256.025,38771.46965,1946175.731,313334.2927,47940.14679,0.5043,439229.2298,1.041392685,5.976236454
600706,1885120.32,1902084.52,0.076829,32801.09357,14845.32252,584387.2992,100806.8091,15121.02137,0.24677,68988.60554,1.255272505,5.479206352
200056,527359.78,527359.78,-0.035555,6328.31736,4350.718185,158207.934,27923.70035,6645.840684,0.72214,11833.95346,1.397940009,5.30181235
200152,1279600,3656000,0.07277,15739.08,6877.85,690984,180346.824,33544.50926,0.33591,67416.64,1.204119983,6.927210085
600687,2590364.63,2590364.63,0.048193,37301.25067,13923.20989,440361.9871,94237.46524,24124.7911,1.25975,89082.63963,1.505149978,4.974744833
600415,21065238.86,21065238.86,0.015748,362322.1084,150089.8269,7583485.99,1497738.483,377430.0977,0.82522,472703.96,1.447158031,4.524269508
200986,417777.75,1228182.75,0.056522,5932.44405,4438.888594,87733.3275,13510.93244,3148.047257,0.46532,36317.36392,1.322219295,4.686270872
603169,6095070.4,6140774.75,0.035461,42360.73928,44189.2604,2255176.048,634832.0575,130775.4038,0.34721,242806.2336,1.431363764,6.42
536,7460320.38,7468288.57,0.015038,114888.9339,59682.56304,1119048.057,292071.5429,68636.81258,0.81855,270352.0462,0.903089987,5.535881988
600711,8039975.49,12209500.89,0.135193,140699.5711,45224.86213,1929594.118,328031,52156.929,0.92142,398762.2991,1.477121255,5.740654888
603690,3004015.84,8437829.91,0.481364,32293.17028,28538.15048,540722.8512,106792.7631,28940.8388,0.28191,40417.20527,0.301029996,5.968921023
601212,7230004.31,27249570.2,0.098508,129417.0771,52417.53125,2458201.465,384708.5293,93099.4641,0.31267,73573.83954,1.146128036,5.870135446
601518,3202848,3565043.12,0.03937,38754.4608,25622.784,960854.4,169590.8016,38157.93036,0.92325,170551.6629,1.361727836,5.57556904
601162,17314493.16,38124800,0.373134,264911.7453,106051.2706,3116608.769,479957.7504,100791.1276,0.60577,467791.296,0.477121255,7.00943254
600686,4259304.35,4259304.35,0.052474,58210.49278,31412.36958,1618535.653,382783.6819,97992.62258,1.01518,25726.19827,0.602059991,5.876139023
200625,4239334.87,4239334.87,0.323944,29463.37735,29675.34409,2331634.179,641199.3991,173123.8378,1.10205,93986.05407,1.414973348,4.3
20,1933034.72,1933034.72,0.043011,26869.18261,9906.80294,386606.944,89499.50754,17810.402,1.17843,64640.68104,1.361727836,6.525767038
200992,422280,814178.24,-0.016077,7558.812,3272.67,194248.8,37587.1428,7066.382846,0.48775,42377.97739,1.431363764,5.738254325
200726,1265255.98,1265255.98,0.04246,17966.63492,9173.105855,708543.3488,133560.4212,33390.10531,0.38537,65008.85225,1.278753601,5.692216064
200413,537500,537500,-0.301948,7310,4971.875,107500,19833.75,3728.745,0.3429,23762.875,1.278753601,4.46236505
200160,521517.6,798141.6,-0.017391,7509.85344,5345.5554,135594.576,32000.31994,5216.05215,0.50747,13943.53375,1.342422681,4.747514179
601865,1819500,18195000,0.247294,30749.55,10917,1037115,257723.0775,44328.36933,0.89984,501818.1,1.505149978,6.794251524
600139,2323235.68,2323235.68,0.08,14636.38478,15681.84084,1045456.056,213795.7635,42117.7654,0.8691,83148.60499,1.505149978,4.41
563,17560576.91,17560576.91,0.113065,287993.4613,96583.17301,5970596.149,1065751.413,278161.1187,0.51567,572123.5957,1.431363764,5.684389521
600705,43535179.97,43535179.97,0.076227,744451.5775,473445.0822,17414071.99,2742716.338,570484.9983,0.4869,723554.6911,1.462397998,6.851739239
600658,5906129.04,5906129.04,0.242353,102766.6453,50202.09684,2894003.23,518026.5781,105677.4219,0.15315,69515.1388,0.602059991,6.861198198
526,2991667.83,2991667.83,0.006472,48764.18563,30290.63678,1645417.307,314274.7055,78254.40168,0.79555,93669.11976,1.255272505,6.076047002
600968,5464755.3,29783755.3,0.050179,85796.65821,49865.89211,2131254.567,348460.1217,71782.78507,0.99958,1005201.741,1.146128036,6.892964298
601188,3987112.07,3987112.07,0.03413,57813.12502,25417.83945,1754329.311,308761.9587,63604.96349,0.96639,129182.4311,1.361727836,4.666904331
19,2528796.02,6692778.72,0.039316,41978.01393,22126.96518,1365549.851,361187.9355,88129.85627,0.46912,132517.0187,1.51851394,5.945379329
516,9355657.95,9559589.11,0.061269,123494.6849,72506.34911,1403348.693,306631.6893,63472.75969,0.30571,71792.51422,0.954242509,6.553908046
200771,2237354.5,6152724.86,0.05974,31994.16935,16780.15875,626459.26,167891.0817,47009.50287,1.25762,330893.543,0.698970004,5.936541698
600025,37676160,75960000,0.00957,659332.8,277861.68,5651424,1359167.472,271833.4944,0.13719,1300435.2,0,6.835360059
601016,10014899.6,10014899.6,0.052402,141210.0844,67600.5723,3505214.86,820220.2772,145999.2093,1.03063,282019.5727,0,5.764289407
601766,163632323,173700478.1,0.02439,1745411.445,899977.7763,44180727.2,7135187.443,1170170.741,0.7701,9513575.183,0.477121255,5.277160911
695,1658475.62,1661663.59,0.05949,27364.84773,10572.78208,530712.1984,136127.6789,22324.93934,0.47523,62628.10071,1.505149978,5.451316599
600012,6853728,6853728,0.026178,87727.7184,64253.7,3975162.24,715529.2032,113769.1433,0.41003,312735.6086,1.477121255,6.172375446
600109,28126541.58,28126541.58,0.131387,365645.0405,284781.2335,9563024.137,2309470.329,473441.4175,1.25114,225574.8635,1.230448921,6.149424085
600903,9336868.7,16822374.7,-0.032089,125114.0406,80530.49254,2054111.114,381037.6116,83447.23695,0.16754,613512.0053,1.278753601,5.389405947
600362,35133938.57,35133938.57,0.201561,593763.5618,237154.0853,16161611.74,3903029.236,936727.0166,0.16561,697057.3412,1.477121255,6.396407692
2785,2217222.83,2866000,-0.106051,26828.39624,12471.87842,798200.2188,156048.1428,41508.80598,1.13757,122750.78,0.903089987,4.842745546
601228,5527379.4,23719879.4,0.024064,66881.29074,31091.50913,2210951.76,624593.8722,141158.2151,0.7164,1316927.704,1.146128036,5.044600474
600050,124847952.8,182788526.5,0.031524,1722901.748,655451.752,67417894.5,18000577.83,4662149.658,1.26117,6030193.489,1.505149978,6.594508103
601326,5273850.9,15176613.21,0.029032,74888.68278,29006.17995,2636925.45,520792.7764,89576.35754,0.59011,714666.7161,1.51851394,6.450043425
600026,17455889.65,17455889.65,0.109565,209470.6758,89461.43446,6633238.067,1651676.279,341896.9897,0.26754,699282.9394,1.230448921,5.823046445
200761,808000,808000,0.063158,13897.6,4141,242400,51994.8,12010.7988,0.80947,6593.28,0.84509804,6.794215574
547,11261134.59,16410038.16,0.081481,137385.842,99942.56949,4166619.798,812490.8607,171435.5716,0.42615,69578.5618,1.146128036,5.691623424
14,1877875.29,1877875.29,0.065217,33426.18016,9389.37645,957716.3979,280610.9046,57525.23544,0.93537,74420.19774,1.079181246,6.497252717
200168,176215.5,363204,0.055555,2273.17995,1894.316625,75772.665,15268.192,3557.488735,0.51905,16384.13244,0.477121255,6.637124459
200045,184860.72,184860.72,-0.005319,2292.272928,1432.67058,70247.0736,15313.86204,3629.385305,0.70798,3327.49296,1.462397998,5.250075236
200058,638294.4,638294.4,-0.018939,11233.98144,4627.6344,344678.976,58250.74694,14213.18225,0.28941,16448.84669,1.380211242,6.202294851
601588,8724800,8724800,0.078948,153556.48,86157.4,1919456,288878.128,62686.55378,0.45123,170220.848,0.602059991,5.313315755
200468,247000,531050,0.143519,3754.4,2624.375,128440,21128.38,3549.56784,1.26297,12803.6155,1.079181246,6.007322258
600115,56987301.81,65087869.59,0.134766,718040.0028,441651.589,20515428.65,4749321.733,1025853.494,1.03097,2269614.013,1.51851394,6.226897001
200581,2308168.2,2308168.2,0.062698,25005.1555,19330.90868,877103.916,137705.3148,28367.29485,1.0271,100866.9503,0.301029996,4.821485902
3816,7370069.67,141605950,0.031519,123817.1705,76464.47283,1326612.541,263332.5893,63199.82143,0.88665,7224735.567,0.602059991,4.805036191
651,391507298.1,394511631,0.136372,6146664.579,2104351.727,234904378.8,41460622.86,7545833.361,0.25848,12478402.89,0.77815125,4.983622365
518,3737214.57,3737289.09,0.093374,62785.20478,37839.29752,1868607.285,465283.214,114459.6706,0.79447,155022.7515,1.361727836,5.82361183
543,8307437.34,10518245.86,-0.008547,140395.691,55036.77238,4486016.164,986923.556,208240.8703,0.55666,364141.6717,1.51851394,6.421251034
593,2165238.34,2166131.29,-0.02107,30962.90826,19757.79985,1125923.937,195910.765,48977.69125,0.33465,53720.05599,1.397940009,5.850655406
600874,7817172.41,7817172.41,0.033046,109440.4137,63514.52583,2501495.171,459024.3639,119805.359,0.98811,168616.4089,1.447158031,6.486334116
200018,42208.52,42208.52,-0.448274,725.986544,437.913395,12240.4708,3109.079583,665.3430308,1.13265,1480.252796,1.204119983,5.432781087
600898,1984837.23,1984837.23,0.082645,29574.07473,15630.59319,873328.3812,229685.3643,55583.85815,1.2633,104402.4383,1.361727836,5.728541855
564,4794091.28,14358709.47,0.066965,72870.18746,43746.08293,1246463.733,191955.4149,35703.70716,0.52911,241513.4933,1.361727836,5.150259796
600693,4557404.89,4697738.44,0.019493,73374.21873,30762.48301,2278702.445,342944.718,67217.16472,0.29483,207687.0164,1.477121255,6.363556753
600027,25674377,29894877,-0.010782,390250.5304,263162.3643,9242775.72,1700670.732,273807.9879,0.74458,1184435.027,1.176091259,6.430973842
200505,194275.25,194275.25,-0.009934,2661.570925,2088.458938,33026.7925,9643.82341,1986.627622,0.46969,4062.295478,0,5.701233771
2703,2544103.38,2635154.33,0.047836,30741.24918,27031.09841,1195728.589,307302.2473,73445.2371,0.50059,9064.930895,0.602059991,5.336062444
600429,4823250,8161687.97,0.056202,65113.875,37380.1875,2556322.5,653140.3988,150875.4321,1.08397,161438.188,0.602059991,6.557773141
600983,2626704,3778544.27,0.024948,44916.6384,26923.716,1076948.64,170157.8851,37775.0505,0.86326,22293.41119,1.146128036,6.119975424
600385,1116491.23,1158197.9,0.061058,14402.73687,9350.614051,413101.7551,93154.44578,21518.67697,0.89337,8813.886019,0.77815125,6.23705032
600350,23622824.36,23622824.36,0.031513,396863.4492,221463.9784,4724564.872,1275632.515,266607.1957,1.25224,277095.7297,1.414973348,6.227149414
